"date","daily_flow.Open","daily_hypo","daily_epi","daily_chla","daily_tp","daily_doc","daily_swdoc","daily_secchi"
2004-07-05,390,,,,,,,
2004-07-06,211,,,,,,,
2004-07-07,310,,,,,,,
2004-07-08,330,,,,,,,
2004-07-09,463,,,,,,,
2004-07-10,387,,,,,,,
2004-07-11,582,,,,,,,
2004-07-12,432,,,,,,8.775,
2004-07-13,401,,,,,,22.05,
2004-07-14,382,,,,,,18.4757142857143,
2004-07-15,207,,,,,,9.765,
2004-07-16,212,,,,,,,
2004-07-17,213,,,,,,,
2004-07-18,467,,,,,,,
2004-07-19,291,,,,,,,
2004-07-20,262,,,,,,,
2004-07-21,246,,,,,,,
2004-07-22,216,,,,,,,
2004-07-23,217,,,,,,,
2004-07-24,202,,,,,,,
2004-07-25,208,,,,,,,
2004-07-26,209,,,,,,,
2004-07-27,210,,,,,,,
2004-07-28,219,,,,,,,
2004-07-29,231,,,,,,,
2004-07-30,216,,,,,,,
2004-07-31,219,,,,,,,
2004-08-01,209,,,,,,,
2004-08-02,433,,,,,,,
2004-08-03,545,,,,,,,
2004-08-04,484,,,,,,,
2004-08-05,550,,,,,,,
2004-08-06,604,,,,,,,
2004-08-07,304,,,,,,,
2004-08-08,413,,,,,,,
2004-08-09,583,,,,,,,
2004-08-10,585,,,,,,,
2004-08-10,,7.5,19.7,2.7,8.25,3.555,,4.9
2004-08-11,342,,,,,,,
2004-08-12,276,,,,,,,
2004-08-13,246,,,,,,,
2004-08-14,351,,,,,,,
2004-08-15,204,,,,,,,
2004-08-16,485,,,,,,12.555,
2004-08-17,726,,,,,,9.40090909090909,
2004-08-18,578,,,,,,,
2004-08-19,380,,,,,,,
2004-08-20,591,,,,,,,
2004-08-21,484,,,,,,,
2004-08-22,255,,,,,,,
2004-08-23,507,,,,,,,
2004-08-24,614,,,,,,,
2004-08-25,610,,,,,,,
2004-08-26,636,,,,,,,
2004-08-27,549,,,,,,,
2004-08-28,399,,,,,,,
2004-08-29,359,,,,,,,
2004-08-30,511,,,,,,,
2004-08-31,508,,,,,,,
2004-09-01,259,,,,,,,
2004-09-02,258,,,,,,,
2004-09-03,235,,,,,,,
2004-09-04,205,,,,,,,
2004-09-05,191,,,,,,,
2004-09-06,193,,,,,,,
2004-09-07,199,,,,,,,
2004-09-08,251,,,,,,,
2004-09-09,394,,,,,,,
2004-09-10,426,,,,,,,
2004-09-11,240,,,,,,,
2004-09-12,216,,,,,,,
2004-09-13,213,,,,,,,
2004-09-14,204,,,,,,8.19,
2004-09-15,200,,,,,,8.046,
2004-09-16,199,,,,,,,
2004-09-17,201,,,,,,,
2004-09-18,197,,,,,,,
2004-09-19,198,,,,,,,
2004-09-20,196,,,,,,,
2004-09-21,197,,,,,,12.78,
2004-09-22,198,,,,,,,
2004-09-23,198,,,,,,,
2004-09-24,234,,,,,,,
2004-09-25,236,,,,,,,
2004-09-26,263,,,,,,,
2004-09-27,249,,,,,,,
2004-09-28,188,,,,,,,
2004-09-29,192,,,,,,,
2004-09-30,232,,,,,,,
2004-10-01,239,,,,,,,
2004-10-02,217,,,,,,,
2004-10-03,248,,,,,,,
2004-10-04,236,,,,,,,
2004-10-05,217,,,,,,,
2004-10-06,222,,,,,,,
2004-10-07,222,,,,,,,
2004-10-08,221,,,,,,,
2004-10-09,220,,,,,,,
2004-10-10,232,,,,,,,
2004-10-11,237,,,,,,,
2004-10-12,260,,,,,,,
2004-10-12,,11.8,12.2,1.2,4.5,3.8925,,5.1
2004-10-13,394,,,,,,12.09,
2004-10-14,396,,,,,,8.01,
2004-10-15,432,,,,,,,
2004-10-16,448,,,,,,,
2004-10-17,273,,,,,,,
2004-10-18,368,,,,,,,
2004-10-19,372,,,,,,7.11,
2004-10-20,385,,,,,,,
2004-10-21,423,,,,,,,
2004-10-22,356,,,,,,,
2004-10-23,218,,,,,,,
2004-10-24,211,,,,,,,
2004-10-25,519,,,,,,,
2004-10-26,521,,,,,,,
2004-10-27,526,,,,,,,
2004-10-28,498,,,,,,,
2004-10-29,497,,,,,,,
2004-10-30,438,,,,,,,
2004-10-31,372,,,,,,,
2004-11-01,512,,,,,,,
2004-11-02,452,,,,,,,
2004-11-03,625,,,,,,,
2004-11-04,736,,,,,,,
2004-11-05,723,,,,,,,
2004-11-06,732,,,,,,,
2004-11-07,740,,,,,,,
2004-11-08,533,,,,,,,
2004-11-09,298,,,,,,,
2004-11-10,333,,,,,,,
2004-11-11,265,,,,,,,
2004-11-12,368,,,,,,,
2004-11-13,393,,,,,,,
2004-11-14,389,,,,,,,
2004-11-15,386,,,,,,10.2,
2004-11-16,443,,,,,,9.57857142857143,
2004-11-17,635,,,,,,,
2004-11-18,634,,,,,,,
2004-11-19,628,,,,,,,
2004-11-20,616,,,,,,,
2004-11-21,618,,,,,,,
2004-11-22,617,,,,,,,
2004-11-23,631,,,,,,,
2004-11-24,643,,,,,,,
2004-11-25,650,,,,,,,
2004-11-26,554,,,,,,,
2004-11-27,641,,,,,,,
2004-11-28,634,,,,,,,
2004-11-29,637,,,,,,,
2004-11-30,700,,,,,,,
2004-12-01,710,,,,,,,
2004-12-02,728,,,,,,,
2004-12-03,725,,,,,,,
2004-12-04,727,,,,,,,
2004-12-05,705,,,,,,,
2004-12-06,702,,,,,,,
2004-12-07,720,,,,,,,
2004-12-08,576,,,,,,,
2004-12-09,741,,,,,,,
2004-12-10,744,,,,,,,
2004-12-11,737,,,,,,,
2004-12-12,738,,,,,,,
2004-12-13,732,,,,,,9.93,
2004-12-14,740,,,,,,11.34,
2004-12-15,725,,,,,,7.695,
2004-12-16,724,,,,,,,
2004-12-17,705,,,,,,,
2004-12-18,712,,,,,,,
2004-12-19,740,,,,,,,
2004-12-20,736,,,,,,,
2004-12-21,516,,,,,,,
2004-12-22,695,,,,,,,
2004-12-23,663,,,,,,,
2004-12-24,702,,,,,,,
2004-12-25,714,,,,,,,
2004-12-26,708,,,,,,,
2004-12-27,731,,,,,,,
2004-12-28,723,,,,,,,
2004-12-29,727,,,,,,,
2004-12-30,715,,,,,,,
2004-12-31,663,,,,,,,
2005-01-01,612,,,,,,,
2005-01-02,685,,,,,,,
2005-01-03,684,,,,,,,
2005-01-04,699,,,,,,,
2005-01-05,615,,,,,,,
2005-01-06,676,,,,,,,
2005-01-07,688,,,,,,,
2005-01-08,508,,,,,,,
2005-01-09,457,,,,,,,
2005-01-10,674,,,,,,,
2005-01-11,699,,,,,,,
2005-01-12,699,,,,,,,
2005-01-13,433,,,,,,12.465,
2005-01-14,696,,,,,,4.59,
2005-01-15,703,,,,,,,
2005-01-16,708,,,,,,,
2005-01-17,707,,,,,,8.379,
2005-01-18,672,,,,,,,
2005-01-19,698,,,,,,,
2005-01-20,702,,,,,,,
2005-01-21,791,,,,,,,
2005-01-22,847,,,,,,,
2005-01-23,846,,,,,,,
2005-01-24,868,,,,,,,
2005-01-25,867,,,,,,,
2005-01-26,853,,,,,,,
2005-01-27,845,,,,,,,
2005-01-28,849,,,,,,,
2005-01-29,851,,,,,,,
2005-01-30,845,,,,,,,
2005-01-31,847,,,,,,,
2005-02-01,844,,,,,,,
2005-02-02,817,,,,,,,
2005-02-03,813,,,,,,,
2005-02-04,809,,,,,,,
2005-02-05,797,,,,,,,
2005-02-06,771,,,,,,,
2005-02-07,770,,,,,,,
2005-02-08,767,,,,,,,
2005-02-09,777,,,,,,,
2005-02-10,801,,,,,,,
2005-02-11,819,,,,,,,
2005-02-12,823,,,,,,,
2005-02-13,818,,,,,,,
2005-02-14,834,,,,,,7.65,
2005-02-15,822,,,,,,4.68,
2005-02-16,822,,,,,,9.6075,
2005-02-17,842,,,,,,,
2005-02-18,810,,,,,,,
2005-02-19,823,,,,,,,
2005-02-20,816,,,,,,,
2005-02-21,830,,,,,,8.82,
2005-02-22,825,,,,,,,
2005-02-23,730,,,,,,,
2005-02-24,757,,,,,,,
2005-02-25,750,,,,,,,
2005-02-26,767,,,,,,,
2005-02-27,766,,,,,,,
2005-02-28,777,,,,,,,
2005-03-01,782,,,,,,,
2005-03-02,807,,,,,,,
2005-03-03,804,,,,,,,
2005-03-04,811,,,,,,,
2005-03-05,832,,,,,,,
2005-03-06,827,,,,,,,
2005-03-07,801,,,,,,,
2005-03-08,787,,,,,,,
2005-03-09,801,,,,,,,
2005-03-10,778,,,,,,,
2005-03-11,781,,,,,,,
2005-03-12,797,,,,,,,
2005-03-13,790,,,,,,,
2005-03-14,792,,,,,,7.38,
2005-03-15,765,,,,,,8.541,
2005-03-16,773,,,,,,,
2005-03-17,769,,,,,,,
2005-03-18,767,,,,,,,
2005-03-19,769,,,,,,,
2005-03-20,775,,,,,,,
2005-03-21,773,,,,,,,
2005-03-22,782,,,,,,,
2005-03-23,778,,,,,,,
2005-03-24,773,,,,,,,
2005-03-25,773,,,,,,,
2005-03-26,773,,,,,,,
2005-03-27,771,,,,,,,
2005-03-28,776,,,,,,,
2005-03-29,778,,,,,,,
2005-03-30,763,,,,,,,
2005-03-31,788,,,,,,,
2005-04-01,764,,,,,,,
2005-04-02,746,,,,,,,
2005-04-03,756,,,,,,,
2005-04-04,747,,,,,,,
2005-04-05,742,,,,,,,
2005-04-06,669,,,,,,,
2005-04-07,656,,,,,,,
2005-04-08,712,,,,,,,
2005-04-09,711,,,,,,,
2005-04-10,715,,,,,,,
2005-04-11,634,,,,,,,
2005-04-12,643,,,,,,10.935,
2005-04-13,653,,,,,,11.1342857142857,
2005-04-14,748,,,,,,8.46,
2005-04-15,755,,,,,,4.77,
2005-04-16,720,,,,,,,
2005-04-17,371,,,,,,,
2005-04-18,521,,,,,,9.27,
2005-04-19,513,,,,,,,
2005-04-19,,2.2,2.2,3.5,7.25,3.825,,3.3
2005-04-20,492,,,,,,,
2005-04-21,508,,,,,,,
2005-04-22,514,,,,,,,
2005-04-23,514,,,,,,,
2005-04-24,517,,,,,,,
2005-04-25,474,,,,,,,
2005-04-26,518,,,,,,,
2005-04-27,518,,,,,,,
2005-04-28,520,,,,,,,
2005-04-29,509,,,,,,,
2005-04-30,220,,,,,,,
2005-05-01,261,,,,,,,
2005-05-02,447,,,,,,,
2005-05-03,512,,,,,,,
2005-05-04,462,,,,,,,
2005-05-05,320,,,,,,,
2005-05-06,262,,,,,,,
2005-05-07,239,,,,,,,
2005-05-08,385,,,,,,,
2005-05-08,,3.8,4,3.2,6.75,4.5675,,4.4
2005-05-09,485,,,,,,,
2005-05-10,485,,,,,,,
2005-05-11,488,,,,,,,
2005-05-12,486,,,,,,9.72,
2005-05-13,313,,,,,,,
2005-05-14,417,,,,,,,
2005-05-15,283,,,,,,,
2005-05-16,425,,,,,,7.41,
2005-05-17,461,,,,,,8.39571428571429,
2005-05-18,486,,,,,,7.92,
2005-05-19,443,,,,,,,
2005-05-20,303,,,,,,,
2005-05-21,369,,,,,,,
2005-05-22,515,,,,,,,
2005-05-23,364,,,,,,,
2005-05-24,344,,,,,,,
2005-05-25,274,,,,,,,
2005-05-26,201,,,,,,,
2005-05-27,202,,,,,,,
2005-05-28,349,,,,,,,
2005-05-29,514,,,,,,,
2005-05-30,351,,,,,,,
2005-05-31,217,,,,,,,
2005-06-01,357,,,,,,,
2005-06-02,253,,,,,,,
2005-06-03,298,,,,,,,
2005-06-04,323,,,,,,,
2005-06-05,300,,,,,,,
2005-06-06,329,,,,,,,
2005-06-07,254,,,,,,,
2005-06-08,492,,,,,,,
2005-06-09,394,,,,,,,
2005-06-10,251,,,,,,,
2005-06-11,370,,,,,,,
2005-06-12,248,,,,,,,
2005-06-13,249,,,,,,11.25,
2005-06-14,305,,,,,,10.08,
2005-06-14,,5,10.4,3.5,6.5,3.5775,,5
2005-06-15,198,,,,,,8.739,
2005-06-16,247,,,,,,,
2005-06-17,205,,,,,,,
2005-06-18,258,,,,,,,
2005-06-19,284,,,,,,,
2005-06-20,474,,,,,,,
2005-06-21,225,,,,,,,
2005-06-22,407,,,,,,,
2005-06-23,319,,,,,,,
2005-06-24,181,,,,,,,
2005-06-25,181,,,,,,,
2005-06-26,185,,,,,,,
2005-06-27,193,,,,,,,
2005-06-28,210,,,,,,,
2005-06-29,238,,,,,,,
2005-06-30,327,,,,,,,
2005-07-01,253,,,,,,,
2005-07-02,514,,,,,,,
2005-07-03,462,,,,,,,
2005-07-04,400,,,,,,,
2005-07-05,468,,,,,,,
2005-07-06,542,,,,,,,
2005-07-07,185,,,,,,,
2005-07-08,183,,,,,,,
2005-07-09,197,,,,,,,
2005-07-10,196,,,,,,,
2005-07-11,202,,,,,,9.81,
2005-07-12,182,,,,,,,
2005-07-13,190,,,,,,6.80142857142857,
2005-07-14,192,,,,,,9,
2005-07-15,184,,,,,,4.68,
2005-07-16,168,,,,,,,
2005-07-17,168,,,,,,,
2005-07-18,200,,,,,,11.79,
2005-07-19,197,,,,,,,
2005-07-20,216,,,,,,,
2005-07-21,183,,,,,,,
2005-07-22,195,,,,,,,
2005-07-23,197,,,,,,,
2005-07-24,194,,,,,,,
2005-07-25,184,,,,,,,
2005-07-26,187,,,,,,,
2005-07-27,208,,,,,,,
2005-07-28,200,,,,,,,
2005-07-29,205,,,,,,,
2005-07-30,205,,,,,,,
2005-07-31,202,,,,,,,
2005-08-01,203,,,,,,,
2005-08-02,208,,,,,,,
2005-08-03,208,,,,,,,
2005-08-04,208,,,,,,,
2005-08-05,205,,,,,,,
2005-08-06,203,,,,,,,
2005-08-07,196,,,,,,,
2005-08-08,193,,,,,,,
2005-08-09,260,,,,,,,
2005-08-10,206,,,,,,,
2005-08-11,205,,,,,,,
2005-08-12,209,,,,,,,
2005-08-13,369,,,,,,,
2005-08-14,215,,,,,,,
2005-08-15,243,,,,,,9.522,
2005-08-16,326,,,,,,7.05375,
2005-08-16,,7,17.6,2.1,8,3.2625,,5.1
2005-08-17,293,,,,,,,
2005-08-18,214,,,,,,,
2005-08-19,215,,,,,,,
2005-08-20,221,,,,,,,
2005-08-21,212,,,,,,,
2005-08-22,224,,,,,,,
2005-08-23,238,,,,,,,
2005-08-24,225,,,,,,,
2005-08-25,209,,,,,,,
2005-08-26,210,,,,,,,
2005-08-27,219,,,,,,,
2005-08-28,221,,,,,,,
2005-08-29,370,,,,,,,
2005-08-30,443,,,,,,,
2005-08-31,349,,,,,,,
2005-09-01,333,,,,,,,
2005-09-02,196,,,,,,,
2005-09-03,424,,,,,,,
2005-09-04,225,,,,,,,
2005-09-05,192,,,,,,,
2005-09-06,199,,,,,,,
2005-09-07,197,,,,,,,
2005-09-08,200,,,,,,,
2005-09-09,186,,,,,,,
2005-09-10,199,,,,,,,
2005-09-11,197,,,,,,,
2005-09-12,197,,,,,,,
2005-09-13,196,,,,,,,
2005-09-14,193,,,,,,8.56285714285714,
2005-09-15,191,,,,,,9.2475,
2005-09-16,243,,,,,,,
2005-09-17,197,,,,,,,
2005-09-18,197,,,,,,,
2005-09-19,191,,,,,,,
2005-09-20,181,,,,,,,
2005-09-21,183,,,,,,6.975,
2005-09-22,187,,,,,,,
2005-09-23,196,,,,,,,
2005-09-24,204,,,,,,,
2005-09-25,196,,,,,,,
2005-09-26,193,,,,,,,
2005-09-27,206,,,,,,,
2005-09-28,250,,,,,,,
2005-09-29,269,,,,,,,
2005-09-30,241,,,,,,,
2005-10-01,205,,,,,,,
2005-10-02,202,,,,,,,
2005-10-03,206,,,,,,,
2005-10-04,206,,,,,,,
2005-10-05,221,,,,,,,
2005-10-06,230,,,,,,,
2005-10-07,256,,,,,,,
2005-10-08,215,,,,,,,
2005-10-09,205,,,,,,,
2005-10-10,252,,,,,,,
2005-10-11,203,,,,,,,
2005-10-12,212,,,,,,10.665,
2005-10-13,320,,,,,,,
2005-10-14,206,,,,,,,
2005-10-15,210,,,,,,,
2005-10-16,235,,,,,,,
2005-10-17,325,,,,,,7.87,
2005-10-18,436,,,,,,,
2005-10-18,,9.4,12.1,1.5,7.75,3.465,,5
2005-10-19,324,,,,,,,
2005-10-20,190,,,,,,,
2005-10-21,203,,,,,,,
2005-10-22,205,,,,,,,
2005-10-23,202,,,,,,,
2005-10-24,201,,,,,,,
2005-10-25,224,,,,,,,
2005-10-26,191,,,,,,7.2,
2005-10-27,246,,,,,,,
2005-10-28,193,,,,,,,
2005-10-29,189,,,,,,,
2005-10-30,195,,,,,,,
2005-10-31,192,,,,,,,
2005-11-01,197,,,,,,,
2005-11-02,189,,,,,,,
2005-11-03,186,,,,,,,
2005-11-04,187,,,,,,,
2005-11-05,187,,,,,,,
2005-11-06,183,,,,,,,
2005-11-07,184,,,,,,,
2005-11-08,196,,,,,,,
2005-11-09,202,,,,,,,
2005-11-10,204,,,,,,,
2005-11-11,203,,,,,,,
2005-11-12,202,,,,,,,
2005-11-13,208,,,,,,,
2005-11-14,197,,,,,,,
2005-11-15,310,,,,,,13.4871428571429,
2005-11-16,472,,,,,,6.03,
2005-11-17,495,,,,,,12.42,
2005-11-18,515,,,,,,,
2005-11-19,544,,,,,,,
2005-11-20,422,,,,,,,
2005-11-21,509,,,,,,,
2005-11-22,481,,,,,,,
2005-11-23,405,,,,,,,
2005-11-24,404,,,,,,,
2005-11-25,418,,,,,,,
2005-11-26,424,,,,,,,
2005-11-27,299,,,,,,,
2005-11-28,355,,,,,,9.63,
2005-11-29,425,,,,,,,
2005-11-30,455,,,,,,,
2005-12-01,536,,,,,,,
2005-12-02,489,,,,,,,
2005-12-03,341,,,,,,,
2005-12-04,250,,,,,,,
2005-12-05,427,,,,,,,
2005-12-06,440,,,,,,,
2005-12-07,529,,,,,,,
2005-12-08,537,,,,,,,
2005-12-09,469,,,,,,,
2005-12-10,508,,,,,,,
2005-12-11,418,,,,,,,
2005-12-12,456,,,,,,4.14,
2005-12-13,488,,,,,,9.36,
2005-12-14,543,,,,,,9.306,
2005-12-15,537,,,,,,,
2005-12-16,536,,,,,,,
2005-12-17,542,,,,,,,
2005-12-18,538,,,,,,,
2005-12-19,547,,,,,,,
2005-12-20,540,,,,,,,
2005-12-21,536,,,,,,16.02,
2005-12-22,467,,,,,,,
2005-12-23,534,,,,,,,
2005-12-24,497,,,,,,,
2005-12-25,529,,,,,,,
2005-12-26,503,,,,,,,
2005-12-27,497,,,,,,,
2005-12-28,496,,,,,,,
2005-12-29,504,,,,,,,
2005-12-30,515,,,,,,,
2005-12-31,512,,,,,,,
2006-01-01,513,,,,,,,
2006-01-02,524,,,,,,,
2006-01-03,540,,,,,,,
2006-01-04,535,,,,,,,
2006-01-05,522,,,,,,,
2006-01-06,519,,,,,,,
2006-01-07,528,,,,,,,
2006-01-08,536,,,,,,,
2006-01-09,529,,,,,,,
2006-01-10,529,,,,,,,
2006-01-11,530,,,,,,,
2006-01-12,533,,,,,,,
2006-01-13,449,,,,,,,
2006-01-14,519,,,,,,,
2006-01-15,509,,,,,,,
2006-01-16,506,,,,,,11.7981818181818,
2006-01-17,512,,,,,,7.29,
2006-01-18,530,,,,,,,
2006-01-19,567,,,,,,14.04,
2006-01-20,576,,,,,,,
2006-01-21,575,,,,,,,
2006-01-22,553,,,,,,,
2006-01-23,551,,,,,,,
2006-01-24,555,,,,,,,
2006-01-25,570,,,,,,,
2006-01-26,571,,,,,,,
2006-01-27,573,,,,,,,
2006-01-28,577,,,,,,,
2006-01-29,575,,,,,,,
2006-01-30,568,,,,,,,
2006-01-31,568,,,,,,,
2006-02-01,566,,,,,,,
2006-02-02,575,,,,,,,
2006-02-03,574,,,,,,,
2006-02-04,560,,,,,,,
2006-02-05,533,,,,,,,
2006-02-06,563,,,,,,,
2006-02-07,568,,,,,,6.93,
2006-02-08,569,,,,,,,
2006-02-09,568,,,,,,,
2006-02-10,568,,,,,,,
2006-02-11,568,,,,,,,
2006-02-12,568,,,,,,,
2006-02-13,567,,,,,,4.68,
2006-02-14,563,,,,,,8.37,
2006-02-15,564,,,,,,7.6725,
2006-02-16,573,,,,,,,
2006-02-17,565,,,,,,,
2006-02-18,570,,,,,,,
2006-02-19,563,,,,,,,
2006-02-20,572,,,,,,,
2006-02-21,569,,,,,,,
2006-02-22,570,,,,,,,
2006-02-23,371,,,,,,,
2006-02-24,480,,,,,,,
2006-02-25,296,,,,,,,
2006-02-26,240,,,,,,,
2006-02-27,337,,,,,,,
2006-02-28,293,,,,,,,
2006-03-01,318,,,,,,,
2006-03-02,314,,,,,,,
2006-03-03,377,,,,,,,
2006-03-04,344,,,,,,,
2006-03-05,462,,,,,,,
2006-03-06,546,,,,,,,
2006-03-07,485,,,,,,,
2006-03-08,484,,,,,,,
2006-03-09,464,,,,,,,
2006-03-10,483,,,,,,,
2006-03-11,298,,,,,,,
2006-03-12,301,,,,,,,
2006-03-13,494,,,,,,,
2006-03-14,490,,,,,,,
2006-03-15,478,,,,,,12.78,
2006-03-16,483,,,,,,6.48,
2006-03-17,512,,,,,,,
2006-03-18,314,,,,,,,
2006-03-19,345,,,,,,,
2006-03-20,332,,,,,,,
2006-03-21,457,,,,,,,
2006-03-22,447,,,,,,,
2006-03-23,453,,,,,,,
2006-03-24,449,,,,,,,
2006-03-25,330,,,,,,,
2006-03-26,333,,,,,,,
2006-03-27,386,,,,,,,
2006-03-28,431,,,,,,,
2006-03-29,420,,,,,,,
2006-03-30,446,,,,,,,
2006-03-31,375,,,,,,,
2006-04-01,294,,,,,,,
2006-04-02,349,,,,,,,
2006-04-03,452,,,,,,,
2006-04-04,448,,,,,,,
2006-04-05,494,,,,,,,
2006-04-06,496,,,,,,,
2006-04-07,499,,,,,,,
2006-04-08,499,,,,,,,
2006-04-09,494,,,,,,,
2006-04-10,495,,,,,,,
2006-04-11,494,,,,,,6.21,
2006-04-12,496,,,,,,10.89,
2006-04-13,497,,,,,,,
2006-04-14,499,,,,,,,
2006-04-15,493,,,,,,,
2006-04-16,476,,,,,,,
2006-04-17,408,,,,,,,
2006-04-18,502,,,,,,9.57,
2006-04-19,499,,,,,,11.34,
2006-04-20,497,,,,,,,
2006-04-21,502,,,,,,,
2006-04-22,502,,,,,,,
2006-04-23,503,,,,,,,
2006-04-24,502,,,,,,,
2006-04-25,518,,,,,,,
2006-04-25,,1.1,1.1,1.4,6.75,3.78,,4
2006-04-26,534,,,,,,,
2006-04-27,585,,,,,,,
2006-04-28,633,,,,,,,
2006-04-29,385,,,,,,,
2006-04-30,448,,,,,,,
2006-05-01,668,,,,,,,
2006-05-02,788,,,,,,,
2006-05-03,786,,,,,,,
2006-05-04,789,,,,,,,
2006-05-05,667,,,,,,,
2006-05-06,506,,,,,,,
2006-05-07,617,,,,,,,
2006-05-08,580,,,,,,,
2006-05-09,600,,,,,,14.22,
2006-05-10,540,,,,,,,
2006-05-11,608,,,,,,,
2006-05-12,613,,,,,,,
2006-05-13,553,,,,,,,
2006-05-14,559,,,,,,,
2006-05-15,556,,,,,,9.15545454545454,
2006-05-16,614,,,,,,,
2006-05-17,599,,,,,,,
2006-05-17,,3.2,3.2,2.5,7.75,4.095,,4.2
2006-05-18,578,,,,,,,
2006-05-19,590,,,,,,,
2006-05-20,615,,,,,,,
2006-05-21,616,,,,,,,
2006-05-22,612,,,,,,,
2006-05-23,605,,,,,,,
2006-05-24,626,,,,,,,
2006-05-25,647,,,,,,,
2006-05-26,628,,,,,,,
2006-05-27,611,,,,,,,
2006-05-28,531,,,,,,,
2006-05-29,598,,,,,,,
2006-05-30,398,,,,,,11.34,
2006-05-31,391,,,,,,,
2006-06-01,483,,,,,,,
2006-06-02,405,,,,,,,
2006-06-03,485,,,,,,,
2006-06-04,472,,,,,,,
2006-06-05,543,,,,,,,
2006-06-06,666,,,,,,,
2006-06-07,673,,,,,,,
2006-06-08,655,,,,,,,
2006-06-09,585,,,,,,,
2006-06-10,614,,,,,,,
2006-06-11,616,,,,,,,
2006-06-12,620,,,,,,,
2006-06-12,,4,12.8,2.4,11.75,3.8025,,4
2006-06-13,608,,,,,,,
2006-06-14,614,,,,,,11.95875,
2006-06-15,615,,,,,,11.385,
2006-06-16,576,,,,,,,
2006-06-17,429,,,,,,,
2006-06-18,464,,,,,,,
2006-06-19,520,,,,,,11.205,
2006-06-20,515,,,,,,6.93,
2006-06-21,442,,,,,,,
2006-06-22,516,,,,,,,
2006-06-23,528,,,,,,,
2006-06-24,606,,,,,,,
2006-06-25,602,,,,,,,
2006-06-26,501,,,,,,,
2006-06-27,611,,,,,,,
2006-06-28,721,,,,,,,
2006-06-29,637,,,,,,,
2006-06-30,706,,,,,,,
2006-07-01,707,,,,,,,
2006-07-02,683,,,,,,,
2006-07-03,709,,,,,,,
2006-07-04,707,,,,,,,
2006-07-05,706,,,,,,,
2006-07-06,656,,,,,,,
2006-07-07,640,,,,,,,
2006-07-08,690,,,,,,,
2006-07-09,277,,,,,,,
2006-07-10,687,,,,,,7.605,
2006-07-11,550,,,,,,6.66,
2006-07-12,570,,,,,,,
2006-07-13,678,,,,,,9.15,
2006-07-14,561,,,,,,,
2006-07-15,570,,,,,,,
2006-07-16,341,,,,,,,
2006-07-17,586,,,,,,6.50571428571429,
2006-07-18,668,,,,,,,
2006-07-19,567,,,,,,,
2006-07-20,607,,,,,,,
2006-07-21,616,,,,,,,
2006-07-22,407,,,,,,,
2006-07-23,336,,,,,,,
2006-07-24,629,,,,,,,
2006-07-25,611,,,,,,,
2006-07-26,758,,,,,,,
2006-07-27,502,,,,,,,
2006-07-28,564,,,,,,,
2006-07-29,276,,,,,,,
2006-07-30,360,,,,,,,
2006-07-31,546,,,,,,,
2006-08-01,534,,,,,,,
2006-08-02,518,,,,,,,
2006-08-03,557,,,,,,,
2006-08-04,676,,,,,,,
2006-08-05,680,,,,,,,
2006-08-06,671,,,,,,,
2006-08-07,667,,,,,,,
2006-08-08,570,,,,,,,
2006-08-09,492,,,,,,6.12,
2006-08-10,546,,,,,,,
2006-08-11,593,,,,,,,
2006-08-12,228,,,,,,,
2006-08-13,255,,,,,,,
2006-08-14,499,,,,,,,
2006-08-15,502,,,,,,6.51375,
2006-08-16,495,,,,,,11.61,
2006-08-17,494,,,,,,11.79,
2006-08-17,,6.5,19.6,1.9,8,4.1625,,6.2
2006-08-18,481,,,,,,,
2006-08-19,309,,,,,,,
2006-08-20,467,,,,,,,
2006-08-21,468,,,,,,,
2006-08-22,468,,,,,,,
2006-08-23,323,,,,,,7.74,
2006-08-24,424,,,,,,,
2006-08-25,394,,,,,,,
2006-08-26,216,,,,,,,
2006-08-27,288,,,,,,,
2006-08-28,537,,,,,,,
2006-08-29,365,,,,,,,
2006-08-30,439,,,,,,,
2006-08-31,214,,,,,,,
2006-09-01,234,,,,,,,
2006-09-02,206,,,,,,,
2006-09-03,245,,,,,,,
2006-09-04,502,,,,,,,
2006-09-05,444,,,,,,,
2006-09-06,430,,,,,,,
2006-09-07,456,,,,,,,
2006-09-08,460,,,,,,,
2006-09-09,222,,,,,,,
2006-09-10,248,,,,,,,
2006-09-11,449,,,,,,,
2006-09-12,486,,,,,,,
2006-09-13,457,,,,,,8.08714285714286,
2006-09-14,456,,,,,,10.9575,
2006-09-15,450,,,,,,,
2006-09-16,543,,,,,,,
2006-09-17,437,,,,,,,
2006-09-18,297,,,,,,10.8,
2006-09-19,307,,,,,,,
2006-09-20,304,,,,,,,
2006-09-21,307,,,,,,,
2006-09-22,324,,,,,,,
2006-09-23,480,,,,,,,
2006-09-24,552,,,,,,,
2006-09-25,310,,,,,,,
2006-09-26,310,,,,,,,
2006-09-27,392,,,,,,11.07,
2006-09-28,223,,,,,,,
2006-09-29,221,,,,,,,
2006-09-30,228,,,,,,,
2006-10-01,234,,,,,,,
2006-10-02,220,,,,,,,
2006-10-03,228,,,,,,,
2006-10-04,234,,,,,,,
2006-10-05,224,,,,,,,
2006-10-06,237,,,,,,,
2006-10-07,178,,,,,,,
2006-10-08,193,,,,,,,
2006-10-09,177,,,,,,,
2006-10-10,175,,,,,,,
