sampledate,depth,wtemp
2011-07-03,13.00,13.740
2011-07-03,14.00,13.377
2011-07-03,15.00,12.829
2011-07-03,16.00,12.282
2011-07-03,17.00,11.920
2011-07-03,18.00,11.852
2011-07-03,19.00,11.045
2011-07-03,20.00,11.340
2011-07-04,0.00,25.991
2011-07-04,0.50,25.384
2011-07-04,1.00,24.907
2011-07-04,1.50,24.735
2011-07-04,2.00,24.660
2011-07-04,3.00,24.256
2011-07-04,4.00,23.790
2011-07-04,5.00,23.621
2011-07-04,6.00,22.526
2011-07-04,7.00,20.699
2011-07-04,8.00,19.692
2011-07-04,9.00,18.484
2011-07-04,10.00,16.824
2011-07-04,11.00,15.772
2011-07-04,12.00,14.881
2011-07-04,13.00,13.757
2011-07-04,14.00,13.422
2011-07-04,15.00,12.940
2011-07-04,16.00,12.401
2011-07-04,17.00,11.949
2011-07-04,18.00,11.839
2011-07-04,19.00,11.077
2011-07-04,20.00,11.378
2011-07-05,0.00,25.650
2011-07-05,0.50,25.767
2011-07-05,1.00,25.729
2011-07-05,1.50,25.769
2011-07-05,2.00,25.567
2011-07-05,3.00,24.765
2011-07-05,4.00,24.253
2011-07-05,5.00,24.152
2011-07-05,6.00,22.733
2011-07-05,7.00,20.922
2011-07-05,8.00,19.676
2011-07-05,9.00,18.630
2011-07-05,10.00,17.181
2011-07-05,11.00,15.910
2011-07-05,12.00,14.765
2011-07-05,13.00,13.649
2011-07-05,14.00,13.133
2011-07-05,15.00,12.602
2011-07-05,16.00,12.137
2011-07-05,17.00,11.818
2011-07-05,18.00,11.728
2011-07-05,19.00,10.976
2011-07-05,20.00,11.246
2011-07-06,0.00,26.233
2011-07-06,0.50,26.066
2011-07-06,1.00,25.908
2011-07-06,1.50,25.859
2011-07-06,2.00,25.799
2011-07-06,3.00,25.284
2011-07-06,4.00,24.279
2011-07-06,5.00,23.145
2011-07-06,6.00,21.950
2011-07-06,7.00,20.568
2011-07-06,8.00,19.663
2011-07-06,9.00,18.585
2011-07-06,10.00,17.081
2011-07-06,11.00,15.942
2011-07-06,12.00,14.842
2011-07-06,13.00,13.705
2011-07-06,14.00,13.212
2011-07-06,15.00,12.697
2011-07-06,16.00,12.261
2011-07-06,17.00,11.912
2011-07-06,18.00,11.816
2011-07-06,19.00,11.181
2011-07-06,20.00,11.398
2011-07-07,0.00,25.226
2011-07-07,0.50,25.267
2011-07-07,1.00,25.222
2011-07-07,1.50,25.271
2011-07-07,2.00,25.280
2011-07-07,3.00,24.948
2011-07-07,4.00,24.136
2011-07-07,5.00,23.369
2011-07-07,6.00,22.107
2011-07-07,7.00,20.838
2011-07-07,8.00,19.906
2011-07-07,9.00,18.761
2011-07-07,10.00,17.458
2011-07-07,11.00,16.140
2011-07-07,12.00,14.971
2011-07-07,13.00,13.737
2011-07-07,14.00,13.189
2011-07-07,15.00,12.624
2011-07-07,16.00,12.159
2011-07-07,17.00,11.798
2011-07-07,18.00,11.725
2011-07-07,19.00,11.127
2011-07-07,20.00,11.318
2011-07-08,0.00,26.294
2011-07-08,0.50,25.621
2011-07-08,1.00,25.293
2011-07-08,1.50,25.149
2011-07-08,2.00,25.031
2011-07-08,3.00,24.778
2011-07-08,4.00,24.315
2011-07-08,5.00,24.297
2011-07-08,6.00,22.312
2011-07-08,7.00,21.170
2011-07-08,8.00,20.194
2011-07-08,9.00,18.777
2011-07-08,10.00,17.139
2011-07-08,11.00,15.872
2011-07-08,12.00,14.670
2011-07-08,13.00,13.534
2011-07-08,14.00,13.150
2011-07-08,15.00,12.641
2011-07-08,16.00,12.117
2011-07-08,17.00,11.768
2011-07-08,18.00,11.758
2011-07-08,19.00,11.113
2011-07-08,20.00,11.334
2011-07-09,0.00,25.410
2011-07-09,0.50,25.477
2011-07-09,1.00,25.466
2011-07-09,1.50,25.582
2011-07-09,2.00,25.630
2011-07-09,3.00,25.256
2011-07-09,4.00,24.757
2011-07-09,5.00,23.960
2011-07-09,6.00,22.218
2011-07-09,7.00,20.950
2011-07-09,8.00,19.974
2011-07-09,9.00,18.581
2011-07-09,10.00,17.147
2011-07-09,11.00,15.712
2011-07-09,12.00,14.875
2011-07-09,13.00,13.837
2011-07-09,14.00,13.340
2011-07-09,15.00,12.752
2011-07-09,16.00,12.130
2011-07-09,17.00,11.741
2011-07-09,18.00,11.728
2011-07-09,19.00,11.105
2011-07-09,20.00,11.342
2011-07-10,0.00,25.674
2011-07-10,0.50,25.678
2011-07-10,1.00,25.618
2011-07-10,1.50,25.694
2011-07-10,2.00,25.706
2011-07-10,3.00,25.231
2011-07-10,4.00,24.790
2011-07-10,5.00,24.347
2011-07-10,6.00,22.276
2011-07-10,7.00,21.091
2011-07-10,8.00,19.885
2011-07-10,9.00,18.732
2011-07-10,10.00,17.457
2011-07-10,11.00,15.930
2011-07-10,12.00,14.666
2011-07-10,13.00,13.589
2011-07-10,14.00,13.187
2011-07-10,15.00,12.604
2011-07-10,16.00,12.113
2011-07-10,17.00,11.774
2011-07-10,18.00,11.731
2011-07-10,19.00,11.151
2011-07-10,20.00,11.362
2011-07-11,0.00,25.796
2011-07-11,0.50,25.915
2011-07-11,1.00,25.884
2011-07-11,1.50,25.983
2011-07-11,2.00,26.044
2011-07-11,3.00,25.725
2011-07-11,4.00,25.396
2011-07-11,5.00,25.092
2011-07-11,6.00,23.553
2011-07-11,7.00,21.798
2011-07-11,8.00,20.446
2011-07-11,9.00,19.252
2011-07-11,10.00,17.651
2011-07-11,11.00,15.944
2011-07-11,12.00,14.472
2011-07-11,13.00,13.361
2011-07-11,14.00,12.978
2011-07-11,15.00,12.547
2011-07-11,16.00,12.118
2011-07-11,17.00,11.826
2011-07-11,18.00,11.742
2011-07-11,19.00,11.119
2011-07-11,20.00,11.338
2011-07-12,0.00,25.800
2011-07-12,0.50,25.975
2011-07-12,1.00,25.951
2011-07-12,1.50,26.027
2011-07-12,2.00,26.063
2011-07-12,3.00,25.763
2011-07-12,4.00,25.573
2011-07-12,5.00,25.898
2011-07-12,6.00,24.774
2011-07-12,7.00,21.307
2011-07-12,8.00,19.979
2011-07-12,9.00,18.627
2011-07-12,10.00,17.289
2011-07-12,11.00,15.469
2011-07-12,12.00,14.445
2011-07-12,13.00,13.668
2011-07-12,14.00,13.320
2011-07-12,15.00,12.797
2011-07-12,16.00,12.357
2011-07-12,17.00,12.092
2011-07-12,18.00,12.137
2011-07-12,19.00,11.423
2011-07-12,20.00,11.725
2011-07-13,0.00,25.250
2011-07-13,0.50,25.231
2011-07-13,1.00,25.221
2011-07-13,1.50,25.344
2011-07-13,2.00,25.402
2011-07-13,3.00,25.128
2011-07-13,4.00,24.906
2011-07-13,5.00,24.940
2011-07-13,6.00,22.860
2011-07-13,7.00,20.996
2011-07-13,8.00,20.044
2011-07-13,9.00,18.827
2011-07-13,10.00,17.152
2011-07-13,11.00,15.555
2011-07-13,12.00,14.746
2011-07-13,13.00,13.827
2011-07-13,14.00,13.346
2011-07-13,15.00,12.717
2011-07-13,16.00,12.209
2011-07-13,17.00,11.939
2011-07-13,18.00,11.922
2011-07-13,19.00,11.183
2011-07-13,20.00,11.457
2011-07-14,0.00,24.740
2011-07-14,0.50,24.819
2011-07-14,1.00,24.807
2011-07-14,1.50,24.933
2011-07-14,2.00,24.994
2011-07-14,3.00,24.864
2011-07-14,4.00,24.479
2011-07-14,5.00,24.672
2011-07-14,6.00,23.072
2011-07-14,7.00,21.166
2011-07-14,8.00,20.193
2011-07-14,9.00,18.680
2011-07-14,10.00,17.302
2011-07-14,11.00,15.474
2011-07-14,12.00,14.427
2011-07-14,13.00,13.472
2011-07-14,14.00,13.076
2011-07-14,15.00,12.606
2011-07-14,16.00,12.152
2011-07-14,17.00,11.857
2011-07-14,18.00,11.826
2011-07-14,19.00,11.200
2011-07-14,20.00,11.419
2011-07-15,0.00,24.634
2011-07-15,0.50,24.343
2011-07-15,1.00,24.322
2011-07-15,1.50,24.424
2011-07-15,2.00,24.431
2011-07-15,3.00,24.275
2011-07-15,4.00,23.940
2011-07-15,5.00,24.261
2011-07-15,6.00,23.805
2011-07-15,7.00,21.389
2011-07-15,8.00,19.966
2011-07-15,9.00,18.217
2011-07-15,10.00,16.778
2011-07-15,11.00,15.453
2011-07-15,12.00,14.562
2011-07-15,13.00,13.641
2011-07-15,14.00,13.264
2011-07-15,15.00,12.685
2011-07-15,16.00,12.312
2011-07-15,17.00,11.835
2011-07-15,18.00,11.756
2011-07-15,19.00,11.131
2011-07-15,20.00,11.345
2011-07-16,0.00,24.927
2011-07-16,0.50,24.897
2011-07-16,1.00,24.869
2011-07-16,1.50,24.970
2011-07-16,2.00,24.998
2011-07-16,3.00,24.662
2011-07-16,4.00,24.254
2011-07-16,5.00,24.508
2011-07-16,6.00,24.200
2011-07-16,7.00,21.522
2011-07-16,8.00,20.385
2011-07-16,9.00,18.881
2011-07-16,10.00,17.047
2011-07-16,11.00,15.536
2011-07-16,12.00,14.458
2011-07-16,13.00,13.423
2011-07-16,14.00,13.090
2011-07-16,15.00,12.671
2011-07-16,16.00,12.187
2011-07-16,17.00,11.819
2011-07-16,18.00,11.759
2011-07-16,19.00,11.119
2011-07-16,20.00,11.338
2011-07-17,0.00,25.771
2011-07-17,0.50,25.718
2011-07-17,1.00,25.635
2011-07-17,1.50,25.692
2011-07-17,2.00,25.715
2011-07-17,3.00,25.352
2011-07-17,4.00,24.855
2011-07-17,5.00,24.943
2011-07-17,6.00,24.318
2011-07-17,7.00,21.814
2011-07-17,8.00,20.413
2011-07-17,9.00,19.046
2011-07-17,10.00,17.541
2011-07-17,11.00,15.963
2011-07-17,12.00,14.435
2011-07-17,13.00,13.331
2011-07-17,14.00,13.057
2011-07-17,15.00,12.648
2011-07-17,16.00,12.212
2011-07-17,17.00,11.832
2011-07-17,18.00,11.748
2011-07-17,19.00,11.117
2011-07-17,20.00,11.340
2011-07-18,0.00,26.163
2011-07-18,0.50,26.151
2011-07-18,1.00,26.124
2011-07-18,1.50,26.194
2011-07-18,2.00,26.213
2011-07-18,3.00,25.912
2011-07-18,4.00,25.687
2011-07-18,5.00,25.969
2011-07-18,6.00,25.401
2011-07-18,7.00,22.936
2011-07-18,8.00,20.727
2011-07-18,9.00,19.271
2011-07-18,10.00,17.547
2011-07-18,11.00,15.732
2011-07-18,12.00,14.347
2011-07-18,13.00,13.248
2011-07-18,14.00,12.915
2011-07-18,15.00,12.598
2011-07-18,16.00,12.176
2011-07-18,17.00,11.806
2011-07-18,18.00,11.722
2011-07-18,19.00,11.140
2011-07-18,20.00,11.346
2011-07-19,0.00,28.157
2011-07-19,0.50,27.315
2011-07-19,1.00,27.077
2011-07-19,1.50,26.863
2011-07-19,2.00,26.647
2011-07-19,3.00,26.094
2011-07-19,4.00,25.699
2011-07-19,5.00,25.562
2011-07-19,6.00,24.297
2011-07-19,7.00,21.699
2011-07-19,8.00,20.258
2011-07-19,9.00,19.241
2011-07-19,10.00,17.909
2011-07-19,11.00,16.243
2011-07-19,12.00,14.856
2011-07-19,13.00,13.648
2011-07-19,14.00,13.180
2011-07-19,15.00,12.792
2011-07-19,16.00,12.324
2011-07-19,17.00,11.972
2011-07-19,18.00,11.901
2011-07-19,19.00,11.244
2011-07-19,20.00,11.489
2011-07-20,0.00,26.843
2011-07-20,0.50,26.801
2011-07-20,1.00,26.836
2011-07-20,1.50,26.946
2011-07-20,2.00,26.989
2011-07-20,3.00,26.645
2011-07-20,4.00,26.189
2011-07-20,5.00,26.250
2011-07-20,6.00,25.778
2011-07-20,7.00,23.811
2011-07-20,8.00,21.572
2011-07-20,9.00,19.572
2011-07-20,10.00,17.735
2011-07-20,11.00,15.984
2011-07-20,12.00,14.847
2011-07-20,13.00,13.590
2011-07-20,14.00,13.163
2011-07-20,15.00,12.742
2011-07-20,16.00,12.254
2011-07-20,17.00,11.898
2011-07-20,18.00,11.834
2011-07-20,19.00,11.218
2011-07-20,20.00,11.421
2011-07-21,0.00,27.297
2011-07-21,0.50,27.330
2011-07-21,1.00,27.382
2011-07-21,1.50,27.484
2011-07-21,2.00,27.464
2011-07-21,3.00,27.239
2011-07-21,4.00,26.892
2011-07-21,5.00,27.013
2011-07-21,6.00,26.150
2011-07-21,7.00,23.043
2011-07-21,8.00,20.258
2011-07-21,9.00,18.346
2011-07-21,10.00,17.298
2011-07-21,11.00,15.951
2011-07-21,12.00,15.121
2011-07-21,13.00,14.187
2011-07-21,14.00,13.632
2011-07-21,15.00,13.104
2011-07-21,16.00,12.549
2011-07-21,17.00,12.152
2011-07-21,18.00,12.110
2011-07-21,19.00,11.379
2011-07-21,20.00,11.640
2011-07-22,0.00,27.509
2011-07-22,0.50,27.437
2011-07-22,1.00,27.442
2011-07-22,1.50,27.484
2011-07-22,2.00,27.369
2011-07-22,3.00,27.136
2011-07-22,4.00,26.842
2011-07-22,5.00,26.817
2011-07-22,6.00,25.410
2011-07-22,7.00,22.255
2011-07-22,8.00,20.262
2011-07-22,9.00,18.524
2011-07-22,10.00,17.576
2011-07-22,11.00,16.531
2011-07-22,12.00,15.222
2011-07-22,13.00,13.959
2011-07-22,14.00,13.439
2011-07-22,15.00,12.887
2011-07-22,16.00,12.345
2011-07-22,17.00,11.932
2011-07-22,18.00,11.906
2011-07-22,19.00,11.197
2011-07-22,20.00,11.468
2011-07-23,0.00,27.441
2011-07-23,0.50,27.428
2011-07-23,1.00,27.459
2011-07-23,1.50,27.536
2011-07-23,2.00,27.461
2011-07-23,3.00,27.151
2011-07-23,4.00,26.736
2011-07-23,5.00,26.926
2011-07-23,6.00,25.580
2011-07-23,7.00,22.955
2011-07-23,8.00,21.085
2011-07-23,9.00,18.825
2011-07-23,10.00,17.407
2011-07-23,11.00,15.775
2011-07-23,12.00,14.472
2011-07-23,13.00,13.600
2011-07-23,14.00,13.332
2011-07-23,15.00,12.884
2011-07-23,16.00,12.332
2011-07-23,17.00,11.930
2011-07-23,18.00,11.887
2011-07-23,19.00,11.267
2011-07-23,20.00,11.488
2011-07-24,0.00,27.236
2011-07-24,0.50,27.264
2011-07-24,1.00,27.313
2011-07-24,1.50,27.424
2011-07-24,2.00,27.365
2011-07-24,3.00,27.253
2011-07-24,4.00,26.995
2011-07-24,5.00,27.302
2011-07-24,6.00,26.059
2011-07-24,7.00,23.064
2011-07-24,8.00,21.112
2011-07-24,9.00,19.097
2011-07-24,10.00,16.978
2011-07-24,11.00,15.665
2011-07-24,12.00,14.918
2011-07-24,13.00,13.988
2011-07-24,14.00,13.583
2011-07-24,15.00,13.015
2011-07-24,16.00,12.372
2011-07-24,17.00,12.000
2011-07-24,18.00,11.965
2011-07-24,19.00,11.364
2011-07-24,20.00,11.595
2011-07-25,0.00,27.404
2011-07-25,0.50,27.292
2011-07-25,1.00,27.245
2011-07-25,1.50,27.291
2011-07-25,2.00,27.287
2011-07-25,3.00,27.020
2011-07-25,4.00,26.769
2011-07-25,5.00,27.109
2011-07-25,6.00,26.887
2011-07-25,7.00,24.157
2011-07-25,8.00,21.552
2011-07-25,9.00,19.408
2011-07-25,10.00,16.986
2011-07-25,11.00,15.341
2011-07-25,12.00,14.718
2011-07-25,13.00,13.877
2011-07-25,14.00,13.423
2011-07-25,15.00,12.873
2011-07-25,16.00,12.330
2011-07-25,17.00,11.973
2011-07-25,18.00,11.912
2011-07-25,19.00,11.293
2011-07-25,20.00,11.539
2011-07-26,0.00,27.437
2011-07-26,0.50,27.250
2011-07-26,1.00,27.214
2011-07-26,1.50,27.227
2011-07-26,2.00,27.207
2011-07-26,3.00,26.900
2011-07-26,4.00,26.643
2011-07-26,5.00,26.941
2011-07-26,6.00,26.109
2011-07-26,7.00,23.203
2011-07-26,8.00,21.011
2011-07-26,9.00,18.940
2011-07-26,10.00,17.233
2011-07-26,11.00,15.559
2011-07-26,12.00,14.631
2011-07-26,13.00,13.700
2011-07-26,14.00,13.524
2011-07-26,15.00,12.978
2011-07-26,16.00,12.320
2011-07-26,17.00,11.884
2011-07-26,18.00,11.845
2011-07-26,19.00,11.207
2011-07-26,20.00,11.455
2011-07-27,0.00,25.898
2011-07-27,0.50,26.133
2011-07-27,1.00,26.088
2011-07-27,1.50,26.206
2011-07-27,2.00,26.290
2011-07-27,3.00,26.059
2011-07-27,4.00,25.855
2011-07-27,5.00,26.167
2011-07-27,6.00,25.910
2011-07-27,7.00,23.932
2011-07-27,8.00,21.229
2011-07-27,9.00,19.190
2011-07-27,10.00,17.612
2011-07-27,11.00,15.872
2011-07-27,12.00,14.643
2011-07-27,13.00,13.845
2011-07-27,14.00,13.538
2011-07-27,15.00,13.036
2011-07-27,16.00,12.375
2011-07-27,17.00,11.940
2011-07-27,18.00,11.901
2011-07-27,19.00,11.236
2011-07-27,20.00,11.482
2011-07-28,0.00,25.881
2011-07-28,0.50,26.066
2011-07-28,1.00,25.985
2011-07-28,1.50,26.088
2011-07-28,2.00,26.150
2011-07-28,3.00,25.902
2011-07-28,4.00,25.670
2011-07-28,5.00,25.960
2011-07-28,6.00,25.862
2011-07-28,7.00,25.131
2011-07-28,8.00,22.022
2011-07-28,9.00,19.399
2011-07-28,10.00,17.261
2011-07-28,11.00,15.700
2011-07-28,12.00,14.579
2011-07-28,13.00,13.828
2011-07-28,14.00,13.453
2011-07-28,15.00,12.940
2011-07-28,16.00,12.293
2011-07-28,17.00,11.899
2011-07-28,18.00,11.914
2011-07-28,19.00,11.277
2011-07-28,20.00,11.523
2011-07-29,0.00,26.955
2011-07-29,0.50,26.662
2011-07-29,1.00,26.332
2011-07-29,1.50,26.200
2011-07-29,2.00,26.149
2011-07-29,3.00,25.799
2011-07-29,4.00,25.561
2011-07-29,5.00,25.878
2011-07-29,6.00,25.808
2011-07-29,7.00,25.216
2011-07-29,8.00,21.821
2011-07-29,9.00,19.026
2011-07-29,10.00,17.221
2011-07-29,11.00,16.168
2011-07-29,12.00,14.953
2011-07-29,13.00,14.069
2011-07-29,14.00,13.630
2011-07-29,15.00,13.091
2011-07-29,16.00,12.420
2011-07-29,17.00,11.982
2011-07-29,18.00,11.978
2011-07-29,19.00,11.303
2011-07-29,20.00,11.588
2011-07-30,0.00,27.104
2011-07-30,0.50,27.077
2011-07-30,1.00,27.081
2011-07-30,1.50,27.074
2011-07-30,2.00,26.964
2011-07-30,3.00,26.331
2011-07-30,4.00,25.853
2011-07-30,5.00,26.043
2011-07-30,6.00,25.801
2011-07-30,7.00,24.725
2011-07-30,8.00,21.697
2011-07-30,9.00,18.837
2011-07-30,10.00,17.152
2011-07-30,11.00,16.053
2011-07-30,12.00,15.113
2011-07-30,13.00,13.901
2011-07-30,14.00,13.354
2011-07-30,15.00,12.798
2011-07-30,16.00,12.296
2011-07-30,17.00,11.929
2011-07-30,18.00,11.928
2011-07-30,19.00,11.269
2011-07-30,20.00,11.507
2011-07-31,0.00,27.420
2011-07-31,0.50,27.357
2011-07-31,1.00,27.351
2011-07-31,1.50,27.375
2011-07-31,2.00,27.347
2011-07-31,3.00,27.040
2011-07-31,4.00,26.641
2011-07-31,5.00,26.545
2011-07-31,6.00,25.844
2011-07-31,7.00,24.717
2011-07-31,8.00,22.275
2011-07-31,9.00,19.224
2011-07-31,10.00,17.542
2011-07-31,11.00,16.232
2011-07-31,12.00,15.459
2011-07-31,13.00,13.826
2011-07-31,14.00,13.142
2011-07-31,15.00,12.676
2011-07-31,16.00,12.205
2011-07-31,17.00,11.942
2011-07-31,18.00,11.942
2011-07-31,19.00,11.298
2011-07-31,20.00,11.535
2011-08-01,0.00,27.912
2011-08-01,0.50,27.824
2011-08-01,1.00,27.757
2011-08-01,1.50,27.780
2011-08-01,2.00,27.624
2011-08-01,3.00,27.383
2011-08-01,4.00,27.126
2011-08-01,5.00,27.405
2011-08-01,6.00,25.913
2011-08-01,7.00,24.019
2011-08-01,8.00,21.623
2011-08-01,9.00,19.274
2011-08-01,10.00,17.354
2011-08-01,11.00,16.105
2011-08-01,12.00,15.048
2011-08-01,13.00,13.657
2011-08-01,14.00,13.106
2011-08-01,15.00,12.677
2011-08-01,16.00,12.219
2011-08-01,17.00,11.897
2011-08-01,18.00,11.891
2011-08-01,19.00,11.261
2011-08-01,20.00,11.521
2011-08-02,0.00,27.567
2011-08-02,0.50,27.501
2011-08-02,1.00,27.539
2011-08-02,1.50,27.640
2011-08-02,2.00,27.593
2011-08-02,3.00,27.475
2011-08-02,4.00,27.222
2011-08-02,5.00,27.291
2011-08-02,6.00,26.020
2011-08-02,7.00,24.303
2011-08-02,8.00,22.248
2011-08-02,9.00,19.681
2011-08-02,10.00,17.687
2011-08-02,11.00,16.260
2011-08-02,12.00,15.166
2011-08-02,13.00,13.791
2011-08-02,14.00,13.205
2011-08-02,15.00,12.718
2011-08-02,16.00,12.247
2011-08-02,17.00,11.871
2011-08-02,18.00,11.851
2011-08-02,19.00,11.239
2011-08-02,20.00,11.465
2011-08-03,0.00,27.653
2011-08-03,0.50,27.655
2011-08-03,1.00,27.697
2011-08-03,1.50,27.795
2011-08-03,2.00,27.751
2011-08-03,3.00,27.581
2011-08-03,4.00,27.298
2011-08-03,5.00,27.586
2011-08-03,6.00,27.164
2011-08-03,7.00,24.994
2011-08-03,8.00,21.806
2011-08-03,9.00,19.152
2011-08-03,10.00,17.146
2011-08-03,11.00,16.095
2011-08-03,12.00,15.042
2011-08-03,13.00,13.650
2011-08-03,14.00,13.176
2011-08-03,15.00,12.741
2011-08-03,16.00,12.303
2011-08-03,17.00,12.003
2011-08-03,18.00,11.969
2011-08-03,19.00,11.319
2011-08-03,20.00,11.569
2011-08-04,0.00,27.656
2011-08-04,0.50,27.667
2011-08-04,1.00,27.673
2011-08-04,1.50,27.736
2011-08-04,2.00,27.675
2011-08-04,3.00,27.511
2011-08-04,4.00,27.255
2011-08-04,5.00,27.321
2011-08-04,6.00,25.872
2011-08-04,7.00,23.718
2011-08-04,8.00,21.965
2011-08-04,9.00,19.254
2011-08-04,10.00,17.359
2011-08-04,11.00,16.190
2011-08-04,12.00,15.317
2011-08-04,13.00,14.241
2011-08-04,14.00,13.560
2011-08-04,15.00,12.899
2011-08-04,16.00,12.362
2011-08-04,17.00,11.968
2011-08-04,18.00,11.927
2011-08-04,19.00,11.270
2011-08-04,20.00,11.527
2011-08-05,0.00,27.675
2011-08-05,0.50,27.492
2011-08-05,1.00,27.363
2011-08-05,1.50,27.408
2011-08-05,2.00,27.339
2011-08-05,3.00,27.155
2011-08-05,4.00,26.880
2011-08-05,5.00,27.189
2011-08-05,6.00,26.228
2011-08-05,7.00,24.141
2011-08-05,8.00,22.488
2011-08-05,9.00,19.820
2011-08-05,10.00,17.475
2011-08-05,11.00,16.124
2011-08-05,12.00,15.233
2011-08-05,13.00,13.927
2011-08-05,14.00,13.245
2011-08-05,15.00,12.689
2011-08-05,16.00,12.228
2011-08-05,17.00,11.895
2011-08-05,18.00,11.895
2011-08-05,19.00,11.270
2011-08-05,20.00,11.506
2011-08-06,0.00,28.010
2011-08-06,0.50,27.576
2011-08-06,1.00,27.514
2011-08-06,1.50,27.539
2011-08-06,2.00,27.419
2011-08-06,3.00,27.183
2011-08-06,4.00,26.897
2011-08-06,5.00,27.201
2011-08-06,6.00,26.406
2011-08-06,7.00,24.360
2011-08-06,8.00,22.565
2011-08-06,9.00,19.828
2011-08-06,10.00,17.397
2011-08-06,11.00,15.986
2011-08-06,12.00,15.205
2011-08-06,13.00,13.929
2011-08-06,14.00,13.303
2011-08-06,15.00,12.791
2011-08-06,16.00,12.321
2011-08-06,17.00,11.978
2011-08-06,18.00,11.987
2011-08-06,19.00,11.304
2011-08-06,20.00,11.594
2011-08-07,0.00,27.173
2011-08-07,0.50,27.259
2011-08-07,1.00,27.306
2011-08-07,1.50,27.405
2011-08-07,2.00,27.346
2011-08-07,3.00,27.244
2011-08-07,4.00,27.035
2011-08-07,5.00,27.408
2011-08-07,6.00,27.209
2011-08-07,7.00,26.504
2011-08-07,8.00,23.429
2011-08-07,9.00,19.354
2011-08-07,10.00,17.367
2011-08-07,11.00,16.039
2011-08-07,12.00,15.160
2011-08-07,13.00,14.103
2011-08-07,14.00,13.441
2011-08-07,15.00,12.818
2011-08-07,16.00,12.260
2011-08-07,17.00,11.918
2011-08-07,18.00,11.912
2011-08-07,19.00,11.268
2011-08-07,20.00,11.511
2011-08-08,0.00,24.533
2011-08-08,0.50,23.350
2011-08-08,1.00,24.196
2011-08-08,1.50,23.558
2011-08-08,2.00,24.187
2011-08-08,3.00,24.102
2011-08-08,4.00,24.132
2011-08-08,5.00,24.501
2011-08-08,6.00,24.389
2011-08-08,7.00,23.925
2011-08-08,8.00,22.773
2011-08-08,9.00,21.773
2011-08-08,10.00,21.227
2011-08-08,11.00,20.854
2011-08-08,12.00,20.720
2011-08-08,13.00,19.957
2011-08-08,14.00,20.136
2011-08-08,15.00,20.029
2011-08-08,16.00,19.560
2011-08-08,17.00,19.386
2011-08-08,18.00,19.682
2011-08-08,19.00,19.135
2011-08-08,20.00,19.401
2011-08-09,0.00,21.726
2011-08-09,0.50,23.101
2011-08-09,1.00,21.332
2011-08-09,1.50,23.390
2011-08-09,2.00,21.993
2011-08-09,3.00,21.560
2011-08-09,4.00,20.597
2011-08-09,5.00,21.366
2011-08-09,6.00,21.411
2011-08-09,7.00,21.098
2011-08-09,8.00,20.910
2011-08-09,9.00,21.028
2011-08-09,10.00,22.000
2011-08-09,11.00,20.930
2011-08-09,12.00,20.963
2011-08-09,13.00,21.092
2011-08-09,14.00,21.216
2011-08-09,15.00,21.596
2011-08-09,16.00,21.477
2011-08-09,17.00,21.107
2011-08-09,18.00,21.602
2011-08-09,19.00,21.517
2011-08-09,20.00,21.509
2011-08-10,0.00,19.847
2011-08-10,0.50,20.678
2011-08-10,1.00,19.802
2011-08-10,1.50,20.854
2011-08-10,2.00,19.614
2011-08-10,3.00,19.454
2011-08-10,4.00,19.265
2011-08-10,5.00,19.468
2011-08-10,6.00,19.528
2011-08-10,7.00,19.401
2011-08-10,8.00,19.642
2011-08-10,9.00,19.785
2011-08-10,10.00,20.525
2011-08-10,11.00,19.899
2011-08-10,12.00,20.279
2011-08-10,13.00,20.016
2011-08-10,14.00,20.503
2011-08-10,15.00,21.242
2011-08-10,16.00,19.820
2011-08-10,17.00,20.126
2011-08-10,18.00,21.205
2011-08-10,19.00,21.086
2011-08-10,20.00,21.157
2011-08-11,0.00,20.674
2011-08-11,0.50,20.030
2011-08-11,1.00,21.300
2011-08-11,1.50,20.338
2011-08-11,2.00,20.413
2011-08-11,3.00,20.493
2011-08-11,4.00,21.229
2011-08-11,5.00,20.601
2011-08-11,6.00,20.875
2011-08-11,7.00,20.928
2011-08-11,8.00,21.905
2011-08-11,9.00,21.795
2011-08-11,10.00,21.550
2011-08-11,11.00,22.240
2011-08-11,12.00,22.807
2011-08-11,13.00,21.960
2011-08-11,14.00,22.202
2011-08-11,15.00,22.473
2011-08-11,16.00,21.232
2011-08-11,17.00,21.902
2011-08-11,18.00,22.522
2011-08-11,19.00,22.431
2011-08-11,20.00,22.259
2011-08-12,0.00,20.777
2011-08-12,0.50,21.401
2011-08-12,1.00,20.467
2011-08-12,1.50,21.613
2011-08-12,2.00,20.836
2011-08-12,3.00,20.514
2011-08-12,4.00,20.169
2011-08-12,5.00,20.528
2011-08-12,6.00,20.553
2011-08-12,7.00,20.460
2011-08-12,8.00,20.552
2011-08-12,9.00,20.545
2011-08-12,10.00,20.854
2011-08-12,11.00,20.951
2011-08-12,12.00,20.863
2011-08-12,13.00,20.662
2011-08-12,14.00,21.471
2011-08-12,15.00,21.488
2011-08-12,16.00,20.584
2011-08-12,17.00,20.685
2011-08-12,18.00,21.190
2011-08-12,19.00,20.992
2011-08-12,20.00,21.097
2011-08-13,0.00,21.204
2011-08-13,0.50,20.723
2011-08-13,1.00,20.872
2011-08-13,1.50,20.767
